date,landing_page,page_title,views,users,entrances,engaged_sessions,average_engagement_time_seconds,form_submit_events,phone_click_events,whatsapp_click_events
2026-05-23,/about,About Digi Agent,7,3,3,1,44,0,0,0
2026-05-24,/,Home,117,72,59,31,76,0,0,0
2026-05-24,/services/business-website,Business Website Development,60,34,28,17,84,0,0,0
2026-05-24,/services/ecommerce-store,Ecommerce Store Development,60,34,23,16,71,0,0,1
2026-05-24,/services/seo-digital-marketing,SEO & Digital Marketing,80,47,32,17,87,0,0,0
2026-05-24,/services/school-management-system,School Management System,33,22,17,11,112,0,0,0
2026-05-24,/services/law-firm-management-system,Law Firm Management System,24,16,7,4,76,0,0,0
2026-05-24,/portfolio,Portfolio,60,44,22,14,112,0,0,0
2026-05-24,/blog/website-cost-nepal,Website Cost in Nepal Guide,55,34,22,15,90,0,0,0
2026-05-24,/contact,Contact,14,8,5,3,40,0,0,0
2026-05-24,/about,About Digi Agent,10,5,3,1,54,0,0,0
2026-05-25,/,Home,199,150,60,34,73,0,0,0
2026-05-25,/services/business-website,Business Website Development,100,73,45,29,105,1,0,1
2026-05-25,/services/ecommerce-store,Ecommerce Store Development,78,46,36,22,100,0,0,1
2026-05-25,/services/seo-digital-marketing,SEO & Digital Marketing,60,37,26,16,97,0,0,0
2026-05-25,/services/school-management-system,School Management System,38,23,12,8,89,0,0,0
2026-05-25,/services/law-firm-management-system,Law Firm Management System,20,13,5,3,122,0,0,0
2026-05-25,/portfolio,Portfolio,36,23,18,12,92,0,0,0
2026-05-25,/blog/website-cost-nepal,Website Cost in Nepal Guide,78,43,35,24,106,0,0,0
2026-05-25,/contact,Contact,38,25,13,6,78,0,0,0
2026-05-25,/about,About Digi Agent,10,6,3,1,88,0,0,0
2026-05-26,/,Home,145,97,41,24,67,0,0,0
2026-05-26,/services/business-website,Business Website Development,116,71,56,36,97,1,0,1
2026-05-26,/services/ecommerce-store,Ecommerce Store Development,63,46,21,12,107,0,0,0
2026-05-26,/services/seo-digital-marketing,SEO & Digital Marketing,85,58,38,24,104,1,0,1
2026-05-26,/services/school-management-system,School Management System,40,31,19,12,135,0,0,0
2026-05-26,/services/law-firm-management-system,Law Firm Management System,33,18,9,5,129,0,0,0
2026-05-26,/portfolio,Portfolio,37,22,13,8,125,0,0,0
2026-05-26,/blog/website-cost-nepal,Website Cost in Nepal Guide,38,21,16,11,131,0,0,0
2026-05-26,/contact,Contact,24,17,11,5,95,0,0,0
2026-05-26,/about,About Digi Agent,13,7,5,2,74,0,0,0
2026-05-27,/,Home,152,99,47,24,82,0,0,0
2026-05-27,/services/business-website,Business Website Development,110,83,47,28,77,1,0,0
2026-05-27,/services/ecommerce-store,Ecommerce Store Development,74,42,38,23,62,0,0,0
2026-05-27,/services/seo-digital-marketing,SEO & Digital Marketing,120,67,50,30,100,0,0,1
2026-05-27,/services/school-management-system,School Management System,70,48,26,16,69,0,0,0
2026-05-27,/services/law-firm-management-system,Law Firm Management System,37,21,15,10,41,0,0,0
2026-05-27,/portfolio,Portfolio,48,36,18,11,94,0,0,0
2026-05-27,/blog/website-cost-nepal,Website Cost in Nepal Guide,100,60,44,29,73,0,0,0
2026-05-27,/contact,Contact,32,20,16,8,88,0,0,0
2026-05-27,/about,About Digi Agent,16,10,5,2,48,0,0,0
2026-05-28,/,Home,166,118,85,45,73,0,0,1
2026-05-28,/services/business-website,Business Website Development,75,52,34,19,114,0,0,1
2026-05-28,/services/ecommerce-store,Ecommerce Store Development,88,52,35,22,70,1,0,0
2026-05-28,/services/seo-digital-marketing,SEO & Digital Marketing,72,48,30,16,107,0,0,0
2026-05-28,/services/school-management-system,School Management System,67,47,31,19,87,0,0,0
2026-05-28,/services/law-firm-management-system,Law Firm Management System,29,21,13,8,99,0,0,0
2026-05-28,/portfolio,Portfolio,40,24,19,13,97,0,0,0
2026-05-28,/blog/website-cost-nepal,Website Cost in Nepal Guide,72,43,28,19,172,0,0,0
2026-05-28,/contact,Contact,44,25,16,8,100,0,0,0
2026-05-28,/about,About Digi Agent,8,4,2,1,39,0,0,0
2026-05-29,/,Home,124,77,55,30,58,0,0,0
2026-05-29,/services/business-website,Business Website Development,151,111,63,38,131,1,1,1
2026-05-29,/services/ecommerce-store,Ecommerce Store Development,64,46,26,16,36,0,0,0
2026-05-29,/services/seo-digital-marketing,SEO & Digital Marketing,81,60,39,23,48,0,0,0
2026-05-29,/services/school-management-system,School Management System,37,27,16,10,95,0,0,0
2026-05-29,/services/law-firm-management-system,Law Firm Management System,32,22,11,6,97,0,0,0
2026-05-29,/portfolio,Portfolio,63,37,24,17,56,0,0,0
2026-05-29,/blog/website-cost-nepal,Website Cost in Nepal Guide,56,37,24,17,96,0,0,0
2026-05-29,/contact,Contact,35,20,10,4,70,0,0,0
2026-05-29,/about,About Digi Agent,12,7,4,2,101,0,0,0
2026-05-30,/,Home,116,71,34,19,87,0,0,0
2026-05-30,/services/business-website,Business Website Development,95,71,47,27,115,1,0,1
2026-05-30,/services/ecommerce-store,Ecommerce Store Development,74,54,23,14,100,0,0,1
2026-05-30,/services/seo-digital-marketing,SEO & Digital Marketing,56,39,23,15,141,0,0,0
2026-05-30,/services/school-management-system,School Management System,36,27,14,8,92,0,0,0
2026-05-30,/services/law-firm-management-system,Law Firm Management System,18,10,7,4,93,0,0,0
2026-05-30,/portfolio,Portfolio,52,30,16,11,131,0,0,0
2026-05-30,/blog/website-cost-nepal,Website Cost in Nepal Guide,39,23,12,8,36,0,0,0
2026-05-30,/contact,Contact,17,11,4,2,82,0,0,0
2026-05-30,/about,About Digi Agent,9,5,2,1,68,0,0,0
2026-05-31,/,Home,116,80,44,27,61,0,0,0
2026-05-31,/services/business-website,Business Website Development,120,83,35,23,80,0,0,0
2026-05-31,/services/ecommerce-store,Ecommerce Store Development,53,37,26,17,114,0,0,1
2026-05-31,/services/seo-digital-marketing,SEO & Digital Marketing,51,34,19,11,62,0,0,0
2026-05-31,/services/school-management-system,School Management System,37,22,14,9,42,0,0,0
2026-05-31,/services/law-firm-management-system,Law Firm Management System,14,8,6,4,71,0,0,0
2026-05-31,/portfolio,Portfolio,47,26,21,14,125,0,0,0
2026-05-31,/blog/website-cost-nepal,Website Cost in Nepal Guide,54,31,22,17,90,0,0,0
2026-05-31,/contact,Contact,19,13,7,3,104,0,0,0
2026-05-31,/about,About Digi Agent,13,9,3,1,87,0,0,0
2026-06-01,/,Home,243,174,121,67,55,1,1,1
2026-06-01,/services/business-website,Business Website Development,145,85,72,45,100,1,1,2
2026-06-01,/services/ecommerce-store,Ecommerce Store Development,93,68,47,32,148,1,0,0
2026-06-01,/services/seo-digital-marketing,SEO & Digital Marketing,92,59,42,28,66,1,0,1
2026-06-01,/services/school-management-system,School Management System,50,31,20,12,83,0,0,0
2026-06-01,/services/law-firm-management-system,Law Firm Management System,34,23,14,9,164,0,0,0
2026-06-01,/portfolio,Portfolio,66,37,24,16,86,0,0,0
2026-06-01,/blog/website-cost-nepal,Website Cost in Nepal Guide,69,43,21,13,100,0,0,0
2026-06-01,/contact,Contact,24,14,10,5,91,0,0,0
2026-06-01,/about,About Digi Agent,14,7,6,3,77,0,0,0
2026-06-02,/,Home,172,124,53,31,103,0,0,1
2026-06-02,/services/business-website,Business Website Development,142,96,69,39,75,1,0,2
2026-06-02,/services/ecommerce-store,Ecommerce Store Development,91,56,31,19,69,0,0,0
2026-06-02,/services/seo-digital-marketing,SEO & Digital Marketing,108,83,49,29,77,0,0,1
2026-06-02,/services/school-management-system,School Management System,37,21,13,9,127,0,0,0
2026-06-02,/services/law-firm-management-system,Law Firm Management System,43,27,12,9,116,0,0,0
2026-06-02,/portfolio,Portfolio,53,35,19,12,151,0,0,0
2026-06-02,/blog/website-cost-nepal,Website Cost in Nepal Guide,54,41,21,16,87,0,0,0
2026-06-02,/contact,Contact,28,17,13,6,62,0,0,0
2026-06-02,/about,About Digi Agent,11,7,4,2,67,0,0,0
2026-06-03,/,Home,286,171,125,71,111,1,1,2
2026-06-03,/services/business-website,Business Website Development,176,118,70,42,108,1,1,2
2026-06-03,/services/ecommerce-store,Ecommerce Store Development,153,98,66,44,64,2,1,2
2026-06-03,/services/seo-digital-marketing,SEO & Digital Marketing,123,89,61,41,88,1,0,1
2026-06-03,/services/school-management-system,School Management System,34,21,16,9,55,0,0,0
2026-06-03,/services/law-firm-management-system,Law Firm Management System,36,28,13,8,101,0,0,0
2026-06-03,/portfolio,Portfolio,70,52,20,12,81,0,0,0
2026-06-03,/blog/website-cost-nepal,Website Cost in Nepal Guide,70,41,35,25,88,0,0,0
2026-06-03,/contact,Contact,23,14,10,6,82,0,0,0
2026-06-03,/about,About Digi Agent,18,11,8,4,94,0,0,0
2026-06-04,/,Home,204,121,81,50,84,1,0,1
2026-06-04,/services/business-website,Business Website Development,83,54,34,22,99,1,0,1
2026-06-04,/services/ecommerce-store,Ecommerce Store Development,80,53,31,21,89,0,0,1
2026-06-04,/services/seo-digital-marketing,SEO & Digital Marketing,84,64,42,23,119,0,0,0
2026-06-04,/services/school-management-system,School Management System,41,23,12,7,69,0,0,0
2026-06-04,/services/law-firm-management-system,Law Firm Management System,41,27,16,9,76,0,0,0
2026-06-04,/portfolio,Portfolio,42,29,14,10,82,0,0,0
2026-06-04,/blog/website-cost-nepal,Website Cost in Nepal Guide,95,63,35,22,54,0,0,0
2026-06-04,/contact,Contact,17,10,6,3,67,0,0,0
2026-06-04,/about,About Digi Agent,13,7,4,2,63,0,0,0
2026-06-05,/,Home,141,98,49,29,42,0,0,0
2026-06-05,/services/business-website,Business Website Development,136,85,51,33,104,0,0,1
2026-06-05,/services/ecommerce-store,Ecommerce Store Development,128,83,50,35,71,1,1,1
2026-06-05,/services/seo-digital-marketing,SEO & Digital Marketing,142,79,46,30,121,1,0,1
2026-06-05,/services/school-management-system,School Management System,66,50,30,18,114,0,0,0
2026-06-05,/services/law-firm-management-system,Law Firm Management System,35,25,10,6,107,0,0,0
2026-06-05,/portfolio,Portfolio,52,31,26,17,133,0,0,0
2026-06-05,/blog/website-cost-nepal,Website Cost in Nepal Guide,102,62,32,22,70,0,0,0
2026-06-05,/contact,Contact,25,17,12,6,122,0,0,0
2026-06-05,/about,About Digi Agent,14,7,4,1,44,0,0,0
2026-06-06,/,Home,96,59,48,26,73,0,0,0
2026-06-06,/services/business-website,Business Website Development,97,72,38,22,103,0,0,1
2026-06-06,/services/ecommerce-store,Ecommerce Store Development,66,39,25,17,135,0,0,1
2026-06-06,/services/seo-digital-marketing,SEO & Digital Marketing,46,29,21,14,101,0,0,0
2026-06-06,/services/school-management-system,School Management System,46,27,16,10,105,0,0,0
2026-06-06,/services/law-firm-management-system,Law Firm Management System,31,21,12,8,130,0,0,0
2026-06-06,/portfolio,Portfolio,31,17,13,8,106,0,0,0
2026-06-06,/blog/website-cost-nepal,Website Cost in Nepal Guide,54,30,20,14,124,0,0,0
2026-06-06,/contact,Contact,24,16,10,6,62,0,0,0
2026-06-06,/about,About Digi Agent,7,4,2,1,112,0,0,0
2026-06-07,/,Home,88,53,38,22,78,0,0,0
2026-06-07,/services/business-website,Business Website Development,128,97,42,24,83,0,0,0
2026-06-07,/services/ecommerce-store,Ecommerce Store Development,82,60,41,26,52,0,0,0
2026-06-07,/services/seo-digital-marketing,SEO & Digital Marketing,67,38,30,17,76,0,0,0
2026-06-07,/services/school-management-system,School Management System,21,13,8,5,126,0,0,0
2026-06-07,/services/law-firm-management-system,Law Firm Management System,27,16,10,6,79,0,0,0
2026-06-07,/portfolio,Portfolio,31,19,14,9,80,0,0,0
2026-06-07,/blog/website-cost-nepal,Website Cost in Nepal Guide,53,37,15,10,32,0,0,0
2026-06-07,/contact,Contact,14,7,6,3,83,0,0,0
2026-06-07,/about,About Digi Agent,14,8,6,2,74,0,0,0
2026-06-08,/,Home,187,143,73,47,63,0,0,0
2026-06-08,/services/business-website,Business Website Development,119,71,39,24,91,1,0,1
2026-06-08,/services/ecommerce-store,Ecommerce Store Development,132,87,56,35,82,1,1,1
2026-06-08,/services/seo-digital-marketing,SEO & Digital Marketing,67,51,34,19,116,0,0,1
2026-06-08,/services/school-management-system,School Management System,44,25,12,8,65,0,0,0
2026-06-08,/services/law-firm-management-system,Law Firm Management System,28,18,10,7,120,0,0,0
2026-06-08,/portfolio,Portfolio,67,49,30,22,113,0,0,0
2026-06-08,/blog/website-cost-nepal,Website Cost in Nepal Guide,102,71,48,35,107,0,0,0
2026-06-08,/contact,Contact,20,14,6,3,83,0,0,0
2026-06-08,/about,About Digi Agent,19,13,7,3,85,0,0,0
2026-06-09,/,Home,171,118,60,37,67,0,0,0
2026-06-09,/services/business-website,Business Website Development,144,86,49,27,82,0,0,0
2026-06-09,/services/ecommerce-store,Ecommerce Store Development,88,56,34,21,113,1,0,0
2026-06-09,/services/seo-digital-marketing,SEO & Digital Marketing,130,99,52,29,76,0,0,1
2026-06-09,/services/school-management-system,School Management System,48,29,16,10,47,0,0,0
2026-06-09,/services/law-firm-management-system,Law Firm Management System,39,22,17,11,113,0,0,0
2026-06-09,/portfolio,Portfolio,65,48,19,13,106,0,0,0
2026-06-09,/blog/website-cost-nepal,Website Cost in Nepal Guide,60,38,24,16,103,0,0,0
2026-06-09,/contact,Contact,19,14,6,3,92,0,0,0
2026-06-09,/about,About Digi Agent,14,8,5,2,42,0,0,0
2026-06-10,/,Home,283,158,141,78,103,1,1,2
2026-06-10,/services/business-website,Business Website Development,153,105,76,49,82,2,1,2
2026-06-10,/services/ecommerce-store,Ecommerce Store Development,68,38,30,18,89,0,0,0
2026-06-10,/services/seo-digital-marketing,SEO & Digital Marketing,52,34,25,15,72,0,0,0
2026-06-10,/services/school-management-system,School Management System,55,40,20,12,115,0,0,0
2026-06-10,/services/law-firm-management-system,Law Firm Management System,21,13,8,5,86,0,0,0
2026-06-10,/portfolio,Portfolio,69,49,19,14,95,0,0,0
2026-06-10,/blog/website-cost-nepal,Website Cost in Nepal Guide,64,48,25,17,100,0,0,0
2026-06-10,/contact,Contact,30,23,10,5,26,0,0,0
2026-06-10,/about,About Digi Agent,13,9,5,2,100,0,0,0
2026-06-11,/,Home,178,121,73,39,77,0,0,0
2026-06-11,/services/business-website,Business Website Development,118,80,37,22,128,0,0,0
2026-06-11,/services/ecommerce-store,Ecommerce Store Development,85,48,37,26,73,0,0,0
2026-06-11,/services/seo-digital-marketing,SEO & Digital Marketing,74,44,20,13,64,0,0,0
2026-06-11,/services/school-management-system,School Management System,50,32,19,11,113,0,0,0
2026-06-11,/services/law-firm-management-system,Law Firm Management System,37,26,17,12,73,0,0,0
2026-06-11,/portfolio,Portfolio,52,39,17,12,67,0,0,0
2026-06-11,/blog/website-cost-nepal,Website Cost in Nepal Guide,58,34,28,20,90,0,0,0
2026-06-11,/contact,Contact,24,17,6,3,74,0,0,0
2026-06-11,/about,About Digi Agent,18,12,8,4,84,0,0,0
2026-06-12,/,Home,126,79,38,22,63,0,0,0
2026-06-12,/services/business-website,Business Website Development,92,71,37,22,110,0,0,1
2026-06-12,/services/ecommerce-store,Ecommerce Store Development,104,64,32,23,76,1,0,1
2026-06-12,/services/seo-digital-marketing,SEO & Digital Marketing,85,61,33,18,68,0,0,1
2026-06-12,/services/school-management-system,School Management System,46,28,15,9,89,0,0,0
2026-06-12,/services/law-firm-management-system,Law Firm Management System,26,19,8,5,91,0,0,0
2026-06-12,/portfolio,Portfolio,96,58,46,32,106,0,0,0
2026-06-12,/blog/website-cost-nepal,Website Cost in Nepal Guide,67,38,19,12,102,0,0,0
2026-06-12,/contact,Contact,36,26,13,6,91,0,0,0
2026-06-12,/about,About Digi Agent,21,12,8,4,87,0,0,0
2026-06-13,/,Home,123,88,57,31,70,0,0,0
2026-06-13,/services/business-website,Business Website Development,107,72,40,24,105,1,0,0
2026-06-13,/services/ecommerce-store,Ecommerce Store Development,57,42,18,10,97,0,0,0
2026-06-13,/services/seo-digital-marketing,SEO & Digital Marketing,76,42,24,15,80,0,0,0
2026-06-13,/services/school-management-system,School Management System,35,23,13,8,79,0,0,0
2026-06-13,/services/law-firm-management-system,Law Firm Management System,17,12,7,4,86,0,0,0
2026-06-13,/portfolio,Portfolio,58,39,21,13,142,0,0,0
2026-06-13,/blog/website-cost-nepal,Website Cost in Nepal Guide,48,31,23,18,144,0,0,0
2026-06-13,/contact,Contact,19,12,7,3,33,0,0,0
2026-06-13,/about,About Digi Agent,10,5,4,1,52,0,0,0
2026-06-14,/,Home,160,103,72,42,106,0,0,0
2026-06-14,/services/business-website,Business Website Development,113,85,32,19,85,0,0,0
2026-06-14,/services/ecommerce-store,Ecommerce Store Development,66,40,24,14,118,0,0,0
2026-06-14,/services/seo-digital-marketing,SEO & Digital Marketing,77,57,39,26,70,0,0,0
2026-06-14,/services/school-management-system,School Management System,42,32,17,10,72,0,0,0
2026-06-14,/services/law-firm-management-system,Law Firm Management System,30,22,10,6,114,0,0,0
2026-06-14,/portfolio,Portfolio,42,30,15,10,99,0,0,0
2026-06-14,/blog/website-cost-nepal,Website Cost in Nepal Guide,77,47,28,20,79,0,0,0
2026-06-14,/contact,Contact,27,19,12,6,66,0,0,0
2026-06-14,/about,About Digi Agent,12,7,5,2,89,0,0,0
2026-06-15,/,Home,200,151,85,52,57,0,0,1
2026-06-15,/services/business-website,Business Website Development,110,83,31,20,111,0,0,0
2026-06-15,/services/ecommerce-store,Ecommerce Store Development,91,53,43,26,60,1,0,1
2026-06-15,/services/seo-digital-marketing,SEO & Digital Marketing,92,57,32,22,112,0,0,0
2026-06-15,/services/school-management-system,School Management System,74,45,31,19,108,1,0,0
2026-06-15,/services/law-firm-management-system,Law Firm Management System,30,20,9,6,90,0,0,0
2026-06-15,/portfolio,Portfolio,61,38,17,12,85,0,0,0
2026-06-15,/blog/website-cost-nepal,Website Cost in Nepal Guide,64,36,24,15,60,0,0,0
2026-06-15,/contact,Contact,27,18,9,5,71,0,0,0
2026-06-15,/about,About Digi Agent,15,10,5,2,89,0,0,0
2026-06-16,/,Home,149,107,55,29,55,0,0,0
2026-06-16,/services/business-website,Business Website Development,59,39,28,15,64,0,0,0
2026-06-16,/services/ecommerce-store,Ecommerce Store Development,110,84,50,29,116,1,0,1
2026-06-16,/services/seo-digital-marketing,SEO & Digital Marketing,74,46,27,16,103,0,0,0
2026-06-16,/services/school-management-system,School Management System,34,22,15,8,84,0,0,0
2026-06-16,/services/law-firm-management-system,Law Firm Management System,47,33,15,11,118,0,0,0
2026-06-16,/portfolio,Portfolio,50,31,25,18,115,0,0,0
2026-06-16,/blog/website-cost-nepal,Website Cost in Nepal Guide,40,22,12,9,145,0,0,0
2026-06-16,/contact,Contact,16,11,6,3,122,0,0,0
2026-06-16,/about,About Digi Agent,12,6,5,2,88,0,0,0
2026-06-17,/,Home,132,74,48,28,108,0,0,1
2026-06-17,/services/business-website,Business Website Development,137,85,40,25,99,0,0,0
2026-06-17,/services/ecommerce-store,Ecommerce Store Development,102,68,42,26,74,1,0,0
2026-06-17,/services/seo-digital-marketing,SEO & Digital Marketing,117,75,43,28,96,0,0,0
2026-06-17,/services/school-management-system,School Management System,34,20,15,9,89,0,0,0
2026-06-17,/services/law-firm-management-system,Law Firm Management System,31,18,9,5,70,0,0,0
2026-06-17,/portfolio,Portfolio,56,35,28,18,42,0,0,0
2026-06-17,/blog/website-cost-nepal,Website Cost in Nepal Guide,53,33,26,17,142,0,0,0
2026-06-17,/contact,Contact,26,15,10,4,86,0,0,0
2026-06-17,/about,About Digi Agent,16,9,6,3,70,0,0,0
2026-06-18,/,Home,177,128,61,33,62,1,0,0
2026-06-18,/services/business-website,Business Website Development,113,77,32,18,96,0,0,1
2026-06-18,/services/ecommerce-store,Ecommerce Store Development,109,82,46,28,77,1,1,1
2026-06-18,/services/seo-digital-marketing,SEO & Digital Marketing,81,60,31,20,54,0,0,0
2026-06-18,/services/school-management-system,School Management System,37,25,15,9,48,0,0,0
2026-06-18,/services/law-firm-management-system,Law Firm Management System,22,12,9,5,100,0,0,0
2026-06-18,/portfolio,Portfolio,53,31,21,13,97,0,0,0
2026-06-18,/blog/website-cost-nepal,Website Cost in Nepal Guide,63,42,27,18,121,0,0,0
2026-06-18,/contact,Contact,30,19,14,7,54,0,0,0
2026-06-18,/about,About Digi Agent,13,7,6,3,58,0,0,0
2026-06-19,/,Home,214,159,89,57,57,1,0,1
2026-06-19,/services/business-website,Business Website Development,129,95,54,31,84,1,0,1
2026-06-19,/services/ecommerce-store,Ecommerce Store Development,136,91,42,27,97,0,0,0
2026-06-19,/services/seo-digital-marketing,SEO & Digital Marketing,101,76,37,20,54,0,0,1
2026-06-19,/services/school-management-system,School Management System,39,27,14,10,143,0,0,0
2026-06-19,/services/law-firm-management-system,Law Firm Management System,27,18,12,7,71,0,0,0
2026-06-19,/portfolio,Portfolio,70,51,23,16,131,0,0,0
2026-06-19,/blog/website-cost-nepal,Website Cost in Nepal Guide,79,46,24,15,55,0,0,0
2026-06-19,/contact,Contact,22,16,6,3,75,0,0,0
2026-06-19,/about,About Digi Agent,11,7,3,1,41,0,0,0
2026-06-20,/,Home,110,81,56,32,70,0,0,0
2026-06-20,/services/business-website,Business Website Development,88,55,29,19,91,0,0,1
2026-06-20,/services/ecommerce-store,Ecommerce Store Development,73,41,31,20,102,1,0,0
2026-06-20,/services/seo-digital-marketing,SEO & Digital Marketing,54,39,26,17,59,0,0,0
2026-06-20,/services/school-management-system,School Management System,41,27,17,11,90,0,0,0
2026-06-20,/services/law-firm-management-system,Law Firm Management System,26,17,12,7,118,0,0,0
2026-06-20,/portfolio,Portfolio,28,17,11,8,78,0,0,0
2026-06-20,/blog/website-cost-nepal,Website Cost in Nepal Guide,56,31,25,17,84,0,0,0
2026-06-20,/contact,Contact,19,11,7,4,100,0,0,0
2026-06-20,/about,About Digi Agent,9,6,3,1,87,0,0,0
2026-06-21,/,Home,97,73,40,21,119,0,0,0
2026-06-21,/services/business-website,Business Website Development,76,53,31,17,90,0,0,0
2026-06-21,/services/ecommerce-store,Ecommerce Store Development,76,52,22,15,88,0,0,0
2026-06-21,/services/seo-digital-marketing,SEO & Digital Marketing,63,43,22,12,82,0,0,0
2026-06-21,/services/school-management-system,School Management System,35,24,13,7,96,0,0,0
2026-06-21,/services/law-firm-management-system,Law Firm Management System,34,20,15,10,102,0,0,0
2026-06-21,/portfolio,Portfolio,47,31,18,13,82,0,0,0
2026-06-21,/blog/website-cost-nepal,Website Cost in Nepal Guide,86,48,42,30,128,0,0,0
2026-06-21,/contact,Contact,27,17,9,4,61,0,0,0
2026-06-21,/about,About Digi Agent,16,10,6,3,94,0,0,0
2026-06-22,/,Home,263,189,122,73,108,1,1,2
2026-06-22,/services/business-website,Business Website Development,101,66,43,24,63,1,0,0
2026-06-22,/services/ecommerce-store,Ecommerce Store Development,87,56,29,20,142,0,0,0
2026-06-22,/services/seo-digital-marketing,SEO & Digital Marketing,98,55,29,18,84,0,0,0
2026-06-22,/services/school-management-system,School Management System,54,29,19,13,82,0,0,0
2026-06-22,/services/law-firm-management-system,Law Firm Management System,48,28,22,14,107,0,0,0
2026-06-22,/portfolio,Portfolio,65,42,28,21,87,0,0,0
2026-06-22,/blog/website-cost-nepal,Website Cost in Nepal Guide,116,83,40,29,109,0,0,0
2026-06-22,/contact,Contact,31,21,12,6,71,0,0,0
2026-06-22,/about,About Digi Agent,13,9,4,1,85,0,0,0
2026-06-23,/,Home,205,122,86,48,101,0,0,1
2026-06-23,/services/business-website,Business Website Development,117,68,34,23,121,0,0,0
2026-06-23,/services/ecommerce-store,Ecommerce Store Development,101,78,48,34,112,1,0,0
2026-06-23,/services/seo-digital-marketing,SEO & Digital Marketing,68,39,31,19,95,0,0,0
2026-06-23,/services/school-management-system,School Management System,46,33,16,10,89,0,0,0
2026-06-23,/services/law-firm-management-system,Law Firm Management System,39,27,12,7,79,0,0,0
2026-06-23,/portfolio,Portfolio,37,26,17,12,100,0,0,0
2026-06-23,/blog/website-cost-nepal,Website Cost in Nepal Guide,73,51,24,15,87,0,0,0
2026-06-23,/contact,Contact,26,15,11,5,71,0,0,0
2026-06-23,/about,About Digi Agent,13,8,5,2,54,0,0,0
2026-06-24,/,Home,284,205,130,82,86,1,1,1
2026-06-24,/services/business-website,Business Website Development,154,116,69,43,54,0,1,1
2026-06-24,/services/ecommerce-store,Ecommerce Store Development,71,51,28,18,90,0,0,1
2026-06-24,/services/seo-digital-marketing,SEO & Digital Marketing,83,64,34,22,66,0,0,0
2026-06-24,/services/school-management-system,School Management System,67,52,25,15,41,0,0,0
2026-06-24,/services/law-firm-management-system,Law Firm Management System,37,22,11,7,89,0,0,0
2026-06-24,/portfolio,Portfolio,39,22,17,11,118,0,0,0
2026-06-24,/blog/website-cost-nepal,Website Cost in Nepal Guide,96,62,40,30,117,0,0,0
2026-06-24,/contact,Contact,26,18,8,3,68,0,0,0
2026-06-24,/about,About Digi Agent,17,12,8,4,67,0,0,0
2026-06-25,/,Home,129,90,44,22,108,0,0,0
2026-06-25,/services/business-website,Business Website Development,126,87,40,25,67,1,0,1
2026-06-25,/services/ecommerce-store,Ecommerce Store Development,140,106,50,33,98,1,1,1
2026-06-25,/services/seo-digital-marketing,SEO & Digital Marketing,133,94,65,39,83,1,1,1
2026-06-25,/services/school-management-system,School Management System,47,29,14,10,68,0,0,0
2026-06-25,/services/law-firm-management-system,Law Firm Management System,30,18,9,6,122,0,0,0
2026-06-25,/portfolio,Portfolio,54,41,16,10,111,0,0,0
2026-06-25,/blog/website-cost-nepal,Website Cost in Nepal Guide,65,45,18,12,93,0,0,0
2026-06-25,/contact,Contact,24,17,8,4,66,0,0,0
2026-06-25,/about,About Digi Agent,19,12,7,3,88,0,0,0
2026-06-26,/,Home,136,93,51,29,50,0,0,0
2026-06-26,/services/business-website,Business Website Development,163,120,57,35,88,1,0,1
2026-06-26,/services/ecommerce-store,Ecommerce Store Development,71,46,22,15,86,0,0,0
2026-06-26,/services/seo-digital-marketing,SEO & Digital Marketing,86,66,28,15,91,0,0,0
2026-06-26,/services/school-management-system,School Management System,51,28,20,13,52,0,0,0
2026-06-26,/services/law-firm-management-system,Law Firm Management System,30,21,9,5,120,0,0,0
2026-06-26,/portfolio,Portfolio,54,33,23,15,59,0,0,0
2026-06-26,/blog/website-cost-nepal,Website Cost in Nepal Guide,111,63,53,40,134,0,0,0
2026-06-26,/contact,Contact,34,23,16,9,58,0,0,0
2026-06-26,/about,About Digi Agent,13,7,6,3,76,0,0,0
2026-06-27,/,Home,196,136,57,33,71,0,0,1
2026-06-27,/services/business-website,Business Website Development,106,81,34,22,118,0,0,0
2026-06-27,/services/ecommerce-store,Ecommerce Store Development,104,79,49,35,69,0,1,2
2026-06-27,/services/seo-digital-marketing,SEO & Digital Marketing,50,33,20,12,81,0,0,0
2026-06-27,/services/school-management-system,School Management System,33,20,14,8,107,0,0,0
2026-06-27,/services/law-firm-management-system,Law Firm Management System,27,17,13,8,56,0,0,0
2026-06-27,/portfolio,Portfolio,41,31,16,10,105,0,0,0
2026-06-27,/blog/website-cost-nepal,Website Cost in Nepal Guide,61,36,28,19,99,0,0,0
2026-06-27,/contact,Contact,37,26,11,6,73,0,0,0
2026-06-27,/about,About Digi Agent,9,6,2,1,70,0,0,0
2026-06-28,/,Home,219,170,107,57,71,1,0,1
2026-06-28,/services/business-website,Business Website Development,93,69,35,21,71,0,0,0
2026-06-28,/services/ecommerce-store,Ecommerce Store Development,57,44,16,9,90,0,0,0
2026-06-28,/services/seo-digital-marketing,SEO & Digital Marketing,85,62,25,14,62,0,0,0
2026-06-28,/services/school-management-system,School Management System,37,25,12,7,75,0,0,0
2026-06-28,/services/law-firm-management-system,Law Firm Management System,23,13,7,4,90,0,0,0
2026-06-28,/portfolio,Portfolio,49,37,16,10,121,0,0,0
